contest_key,date,title,location_str,city,state,state_full,prize,cbj_percentage,is_championship,is_standard,url
839,2015-06-12,Blue Ridge BBQ & Music Festival,"Tryon, NC",Tryon,NC,North Carolina,0.0,90.0,True,False,http://www.kcbs.us/event/5363/blue-ridge-bbq-music-festival
840,2015-06-12,Fitzgerald Pig Pickin',"Fitzgerald, GA",Fitzgerald,GA,Georgia,0.0,100.0,True,True,http://www.kcbs.us/event/5354/fitzgerald-pig-pickin
841,2015-06-12,Smokin' On The River,"Jeffersonville, IN",Jeffersonville,IN,Indiana,0.0,100.0,True,False,http://www.kcbs.us/event/5399/smokin-on-the-river
842,2015-06-13,Sun BBQ Fest,"Uncasville, CT",Uncasville,CT,Connecticut,0.0,100.0,True,False,http://www.kcbs.us/event/5387/sun-bbq-fest
843,2015-06-13,BBQ Battle Royale at Taste of Dallas,"Dallas, TX",Dallas,TX,Texas,0.0,96.0,False,True,http://www.kcbs.us/event/5778/bbq-battle-royale-at-taste-of-dallas
844,2015-06-19,Sam's Club National BBQ Tour,"Bowling Green, KY",Bowling Green,KY,Kentucky,10000.0,,False,True,http://www.kcbs.us/event/5611/sams-club-national-bbq-tour
845,2015-06-19,"Crossborder Blues, Brews & Que","Wilson, NY",Wilson,NY,New York,0.0,98.0,True,False,http://www.kcbs.us/event/5594/crossborder-blues-brews-que
846,2015-06-19,State Center Rose Festival BBQ Championship,"State Center, IA",State Center,IA,Iowa,0.0,,True,True,http://www.kcbs.us/event/5478/state-center-rose-festival-bbq-championship
847,2015-06-19,Knights of Columbus,"Quincy, IL",Quincy,IL,Illinois,0.0,100.0,True,True,http://www.kcbs.us/event/5501/knights-of-columbus
848,2015-06-19,Eureka BBQ Bash,"Eureka, KS",Eureka,KS,Kansas,5000.0,100.0,True,True,http://www.kcbs.us/event/5798/eureka-bbq-bash
849,2015-06-19,Desoto Shrine Club 7th Annual 2015 BBQ Cook Off,"Hernando, MS",Hernando,MS,Mississippi,8000.0,100.0,True,True,http://www.kcbs.us/event/5266/desoto-shrine-club-7th-annual-2015-bbq-cook-off
850,2015-06-19,Barbourville BBQ Cook-Off & Festival,"Barbourville, KY",Barbourville,KY,Kentucky,8000.0,100.0,True,True,http://www.kcbs.us/event/5247/barbourville-bbq-cook-off-festival
851,2015-06-19,7th Annual Auburn Hills Barbecue Cook-off,"Auburn Hills, MI",Auburn Hills,MI,Michigan,8000.0,,True,True,http://www.kcbs.us/event/5471/7th-annual-auburn-hills-barbecue-cook-off
852,2015-06-19,Miles City Cowtown Cook-Off,"Miles City, MT",Miles City,MT,Montana,9000.0,91.0,True,True,http://www.kcbs.us/event/5272/miles-city-cowtown-cook-off
853,2015-06-19,Rock'n Freedom,"Seymour, MO",Seymour,MO,Missouri,0.0,98.0,True,False,http://www.kcbs.us/event/5570/rockn-freedom
854,2015-06-19,Stagecoach Days 1st Annual State BBQ Championship,"Banning, CA",Banning,CA,California,0.0,100.0,True,False,http://www.kcbs.us/event/5806/stagecoach-days-1st-annual-state-bbq-championship
855,2015-06-19,YCC - Real Men Can Cook BBQ Comp,"Ogden, UT",Ogden,UT,Utah,25000.0,,True,True,http://www.kcbs.us/event/5810/ycc---real-men-can-cook-bbq-comp
856,2015-06-19,22nd Colorado BBQ Challenge,"Frisco, CO",Frisco,CO,Colorado,0.0,100.0,True,False,http://www.kcbs.us/event/5526/22nd-colorado-bbq-challenge
857,2015-06-19,Peak City Pigfest,"Apex, NC",Apex,NC,North Carolina,9000.0,100.0,True,False,http://www.kcbs.us/event/5326/peak-city-pigfest
858,2015-06-19,Almost Heaven BBQ Bash,"Buckhannon, WV",Buckhannon,WV,West Virginia,0.0,100.0,True,False,http://www.kcbs.us/event/5748/almost-heaven-bbq-bash
859,2015-06-20,Rock'N RibFest 2015,"Merrimack, NH",Merrimack,NH,New Hampshire,6300.0,69.0,True,False,http://www.kcbs.us/event/5429/rockn-ribfest-2015
860,2015-06-20,Smoke Out in the Valley,"Buckner, MO",Buckner,MO,Missouri,0.0,100.0,True,False,http://www.kcbs.us/event/5333/smoke-out-in-the-valley
861,2015-06-20,Smokin' at the Ball Park BBQ Fest,"Old Orchard Beach, ME",Old Orchard Beach,ME,Maine,0.0,86.0,True,True,http://www.kcbs.us/event/5451/smokin-at-the-ball-park-bbq-fest
862,2015-06-26,Smoke on the Square: In Memory of David Harness,"Franklin, IN",Franklin,IN,Indiana,0.0,100.0,True,True,http://www.kcbs.us/event/5507/smoke-on-the-square-in-memory-of-david-harness
863,2015-06-26,Smokin' On The Pecos,"Artesia, NM",Artesia,NM,New Mexico,16000.0,100.0,True,False,http://www.kcbs.us/event/5281/smokin-on-the-pecos
864,2015-06-26,Hog Wild BBQ & Chrome Fest,"Chandler, OK",Chandler,OK,Oklahoma,6500.0,100.0,True,False,http://www.kcbs.us/event/5331/hog-wild-bbq-chrome-fest
865,2015-06-26,Grillin' in Grafton,"Grafton, WI",Grafton,WI,Wisconsin,5000.0,100.0,True,True,http://www.kcbs.us/event/5603/grillin-in-grafton
866,2015-06-26,Sam's Club National BBQ Tour,"Ypsilanti, MI",Ypsilanti,MI,Michigan,10000.0,,False,True,http://www.kcbs.us/event/5620/sams-club-national-bbq-tour
867,2015-06-26,3rd Annual Ribstock MBA BBQ Festival,"Omaha, NE",Omaha,NE,Nebraska,11250.0,100.0,True,True,http://www.kcbs.us/event/5248/3rd-annual-ribstock-mba-bbq-festival
868,2015-06-26,Blount County BBQ Bash,"Maryville, TN",Maryville,TN,Tennessee,0.0,100.0,True,False,http://www.kcbs.us/event/5433/blount-county-bbq-bash
869,2015-06-26,Leadville BBQ and Brew Festival,"Leadville, CO",Leadville,CO,Colorado,10000.0,100.0,True,False,http://www.kcbs.us/event/5164/leadville-bbq-and-brew-festival
870,2015-06-26,Covington Cork & Pork Festival,"Covington, VA",Covington,VA,Virginia,7500.0,100.0,True,True,http://www.kcbs.us/event/5734/covington-cork-pork-festival
871,2015-06-26,Silicon Valley BBQ Championships,"Santa Clara, CA",Santa Clara,CA,California,0.0,89.0,True,False,http://www.kcbs.us/event/5462/silicon-valley-bbq-championships
872,2015-06-26,Great Lenexa BBQ Battle - Kansas State Championship,"Lenexa, KS",Lenexa,KS,Kansas,12900.0,35.0,True,False,http://www.kcbs.us/event/5588/great-lenexa-bbq-battle---kansas-state-championship
873,2015-06-26,Newport Beach Barbecue Contest,"Newport Beach, CA",Newport Beach,CA,California,0.0,100.0,True,True,http://www.kcbs.us/event/5427/newport-beach-barbecue-contest
874,2015-06-26,Battle of the Bones,"Central Point, OR",Central Point,OR,Oregon,0.0,100.0,True,True,http://www.kcbs.us/event/5408/battle-of-the-bones
875,2015-06-26,3rd Annual Willard Freedom Feast BBQ Cook-Off,"Willard, MO",Willard,MO,Missouri,0.0,97.0,True,False,http://www.kcbs.us/event/5208/3rd-annual-willard-freedom-feast-bbq-cook-off
876,2015-06-27,National Capital Barbecue Battle,"Washington, DC",Washington,MD,Maryland,0.0,85.0,True,True,http://www.kcbs.us/event/5514/national-capital-barbecue-battle
877,2015-06-27,"1st Annual Greenport Harbor Beer, BBQ & Blues","Peconic, NY",Peconic,NY,New York,0.0,87.0,True,False,http://www.kcbs.us/event/5793/1st-annual-greenport-harbor-beer-bbq-blues
878,2015-06-27,Green Mountain BBQ Championship,"Waterbury, VT",Waterbury,VT,Vermont,3000.0,100.0,True,False,http://www.kcbs.us/event/5569/green-mountain-bbq-championship
879,2015-06-27,Ribs & Rides BBQ Festival at Dorney Park,"Allentown, PA",Allentown,PA,Pennsylvania,0.0,100.0,False,False,http://www.kcbs.us/event/5857/ribs-rides-bbq-festival-at-dorney-park
880,2015-06-27,Mr. BBQ Barbeque Challenge,"Davenport, IA",Davenport,IA,Iowa,0.0,86.0,True,True,http://www.kcbs.us/event/5568/mr-bbq-barbeque-challenge
881,2015-07-03,Pork & Brew BBQ State Championship,"Rio Rancho, NM",Rio Rancho,NM,New Mexico,10000.0,100.0,True,False,http://www.kcbs.us/event/5477/pork-brew-bbq-state-championship
882,2015-07-03,"Blues Hog Barbecue, Music & Craft Festival","Jackson, TN",Jackson,TN,Tennessee,15750.0,100.0,True,False,http://www.kcbs.us/event/5160/blues-hog-barbecue-music-craft-festival
883,2015-07-03,Montana BBQ Cook-Off,"Absarokee, MT",Absarokee,MT,Montana,8600.0,100.0,True,False,http://www.kcbs.us/event/5711/montana-bbq-cook-off
884,2015-07-03,I Love Barbecue & Music Festival,"Lake Placid, NY",Lake Placid,NY,New York,9000.0,100.0,True,False,http://www.kcbs.us/event/5254/i-love-barbecue-music-festival
885,2015-07-03,Back to Mayberry BBQ,"Whiting, IA",Whiting,IA,Iowa,9400.0,100.0,True,True,http://www.kcbs.us/event/5676/back-to-mayberry-bbq
886,2015-07-03,HutchFest BBQ Cook-Off,"Hutchinson, KS",Hutchinson,KS,Kansas,5000.0,97.0,True,True,http://www.kcbs.us/event/5842/hutchfest-bbq-cook-off
887,2015-07-03,Liberty 4th Fest BBQ Contest,"Liberty, MO",Liberty,MO,Missouri,2000.0,100.0,True,True,http://www.kcbs.us/event/5731/liberty-4th-fest-bbq-contest
888,2015-07-09,SC Festival of Discovery (TEAMS AND JUDGES FULL),"Greenwood, SC",Greenwood,SC,South Carolina,25000.0,100.0,True,False,http://www.kcbs.us/event/5259/sc-festival-of-discovery-teams-and-judges-full
889,2015-07-10,New Jersey State Barbecue Championship,"North Wildwood, NJ",North Wildwood,NJ,New Jersey,10000.0,100.0,True,False,http://www.kcbs.us/event/5693/new-jersey-state-barbecue-championship
890,2015-07-10,9th Ohio Veterans BBQ Cookoff,"Kettering, OH",Kettering,OH,Ohio,6000.0,100.0,True,True,http://www.kcbs.us/event/5538/9th-ohio-veterans-bbq-cookoff
891,2015-07-10,Sauce & Cycles,"Falls City, NE",Falls City,NE,Nebraska,10500.0,,True,False,http://www.kcbs.us/event/5319/sauce-cycles
892,2015-07-10,Johnson County Fair BBQ,"Warrensburg, MO",Warrensburg,MO,Missouri,3600.0,95.0,True,True,http://www.kcbs.us/event/5453/johnson-county-fair-bbq
893,2015-07-10,Holbrook,"Holbrook, AZ",Holbrook,AZ,Arizona,10000.0,87.0,True,True,http://www.kcbs.us/event/5859/holbrook
894,2015-07-10,Chillin & Grillin in the Glades,"Wise, VA",Wise,VA,Virginia,5000.0,100.0,True,True,http://www.kcbs.us/event/5235/chillin-grillin-in-the-glades
895,2015-07-10,Gold Ribbin' BBQ Fest of Greater Green Bay,"Green Bay, WI",Green Bay,WI,Wisconsin,14285.0,100.0,True,False,http://www.kcbs.us/event/5346/gold-ribbin-bbq-fest-of-greater-green-bay
896,2015-07-10,14th Annual Bordertown Bash,"Fort Smith, AR",Fort Smith,AR,Arkansas,10000.0,100.0,True,True,http://www.kcbs.us/event/5375/14th-annual-bordertown-bash
897,2015-07-10,Smoke on the Waterfall,"REDWOOD FALLS, MN",REDWOOD FALLS,MN,Minnesota,4000.0,100.0,True,True,http://www.kcbs.us/event/5867/smoke-on-the-waterfall
898,2015-07-10,8th Annual Wellsville BBQ Cookoff,"Wellsville, MO",Wellsville,MO,Missouri,5475.0,100.0,True,True,http://www.kcbs.us/event/5480/8th-annual-wellsville-bbq-cookoff
899,2015-07-10,Wine Country Big Q,"Rohnert Park, CA",Rohnert Park,CA,California,7500.0,100.0,True,False,http://www.kcbs.us/event/5482/wine-country-big-q
900,2015-07-10,Sam's Club National BBQ Tour,"Indianapolis, IN",Indianapolis,IN,Indiana,10000.0,100.0,False,True,http://www.kcbs.us/event/5621/sams-club-national-bbq-tour
901,2015-07-17,RiverFest Red White and Que,"Bellevue, NE",Bellevue,NE,Nebraska,7000.0,100.0,True,True,http://www.kcbs.us/event/5252/riverfest-red-white-and-que
902,2015-07-17,11th Annual WildBlue BBQ,"Burlington, KS",Burlington,KS,Kansas,8490.0,87.0,True,False,http://www.kcbs.us/event/5274/11th-annual-wildblue-bbq
903,2015-07-17,"Wine, Brew & Bar-B-Que Too!","New Palestine, IN",New Palestine,IN,Indiana,10000.0,,True,False,http://www.kcbs.us/event/5585/wine-brew-bar-b-que-too
904,2015-07-17,Smoke on the Mountain - VA State BBQ Championship,"Galax, VA",Galax,VA,Virginia,0.0,92.0,True,True,http://www.kcbs.us/event/5762/smoke-on-the-mountain---va-state-bbq-championship
905,2015-07-17,Wakefield Rotary Campus Cook Off,"Kingston, RI",Kingston,RI,Rhode Island,6000.0,100.0,True,True,http://www.kcbs.us/event/5640/wakefield-rotary-campus-cook-off
906,2015-07-17,Cookin' on Kampeska,"Watertown, SD",Watertown,SD,South Dakota,8400.0,90.0,True,True,http://www.kcbs.us/event/5511/cookin-on-kampeska
907,2015-07-17,Griller's Cup,"Laramie, WY",Laramie,WY,Wyoming,7000.0,100.0,True,False,http://www.kcbs.us/event/5382/grillers-cup
908,2015-07-17,Sam's Club National BBQ Tour,"Auburn Hills, MI",Auburn Hills,MI,Michigan,10000.0,,False,True,http://www.kcbs.us/event/5622/sams-club-national-bbq-tour
909,2015-07-17,BBQ'Loo & Blues Too!,"Waterloo, IA",Waterloo,IA,Iowa,10000.0,100.0,True,True,http://www.kcbs.us/event/5493/bbqloo-blues-too
910,2015-07-24,Days of 47 BBQ Rib & Rodeo,"Salt Lake City, UT",Salt Lake City,UT,Utah,0.0,85.0,True,False,http://www.kcbs.us/event/5897/days-of-47-bbq-rib-rodeo
911,2015-07-24,Racing for the BBQ,"Lees Summit, MO",Lees Summit,MO,Missouri,4600.0,100.0,True,True,http://www.kcbs.us/event/5714/racing-for-the-bbq
912,2015-07-24,5th Annual Morton BBQ Throwdown,"Morton, IL",Morton,IL,Illinois,7090.0,100.0,True,False,http://www.kcbs.us/event/5377/5th-annual-morton-bbq-throwdown
913,2015-07-24,BBQ-Fest Cooking Contest,"Dyersburg, TN",Dyersburg,TN,Tennessee,10000.0,96.0,True,False,http://www.kcbs.us/event/5533/bbq-fest-cooking-contest
914,2015-07-24,Up in Smoke BBQ Bash,"Mason City, IA",Mason City,IA,Iowa,8500.0,100.0,True,False,http://www.kcbs.us/event/5650/up-in-smoke-bbq-bash
915,2015-07-24,Smokin Hot Cars & BBQ,"Iola, KS",Iola,KS,Kansas,0.0,100.0,True,False,http://www.kcbs.us/event/5443/smokin-hot-cars-bbq
916,2015-07-24,Dodge City Days Barbeque Cook-Off,"Dodge City, KS",Dodge City,KS,Kansas,15000.0,98.0,True,False,http://www.kcbs.us/event/5372/dodge-city-days-barbeque-cook-off
917,2015-07-24,Hot Pursuit BBQ Cookoff,"Shawnee, OK",Shawnee,OK,Oklahoma,0.0,100.0,True,True,http://www.kcbs.us/event/5651/hot-pursuit-bbq-cookoff
918,2015-07-24,Sam's Club National BBQ Tour,"Woodbury, MN",Woodbury,MN,Minnesota,10000.0,,True,True,http://www.kcbs.us/event/5623/sams-club-national-bbq-tour
919,2015-07-24,Chattahoochee River BBQ Competition,"Carrollton, GA",Carrollton,GA,Georgia,10000.0,100.0,True,True,http://www.kcbs.us/event/5860/chattahoochee-river-bbq-competition
920,2015-07-24,7th Annual Vista BBQ Classic,"Vista, CA",Vista,CA,California,10000.0,100.0,True,False,http://www.kcbs.us/event/5800/7th-annual-vista-bbq-classic
921,2015-07-24,Arvada on Tap - A Craft Beer & BBQ Fest,"Arvada, CO",Arvada,CO,Colorado,10000.0,100.0,True,True,http://www.kcbs.us/event/5695/arvada-on-tap---a-craft-beer-bbq-fest
922,2015-07-24,WNC BBQ Festival,"Maggie Valley, NC",Maggie Valley,NC,North Carolina,10200.0,100.0,True,False,http://www.kcbs.us/event/5332/wnc-bbq-festival
923,2015-07-24,Effing-Ham-Jam State BBQ Championship,"Effingham, IL",Effingham,IL,Illinois,6000.0,94.0,True,True,http://www.kcbs.us/event/5699/effing-ham-jam-state-bbq-championship
924,2015-07-25,Illinois BBQ Fest at Hillcrest Event Center,"Orion, IL",Orion,IL,Illinois,2500.0,100.0,True,True,http://www.kcbs.us/event/5893/illinois-bbq-fest-at-hillcrest-event-center
925,2015-07-25,Harpoon Championships of New England BBQ,"Windsor, VT",Windsor,VT,Vermont,6000.0,100.0,True,False,http://www.kcbs.us/event/5579/harpoon-championships-of-new-england-bbq
926,2015-07-31,Southern Maryland Brew & BBQ,"Leonardtown, MD",Leonardtown,MD,Maryland,15000.0,100.0,True,False,http://www.kcbs.us/event/5813/southern-maryland-brew-bbq
927,2015-07-31,Badger Brews & Que,"Manitowoc, WI",Manitowoc,WI,Wisconsin,4000.0,100.0,True,True,http://www.kcbs.us/event/5753/badger-brews-que
928,2015-07-31,Sam's Club National BBQ Tour,"Des Moines, IA",Des Moines,IA,Iowa,10000.0,100.0,True,True,http://www.kcbs.us/event/5624/sams-club-national-bbq-tour
929,2015-07-31,I Grill Because I CARE (Competitor's Series),"New Hope, AL",New Hope,AL,Alabama,0.0,86.0,False,True,http://www.kcbs.us/event/5809/i-grill-because-i-care-competitors-series
930,2015-07-31,Dillard Bluegrass & Barbeque Festival  (GBC Qualifier),"Dillard, GA",Dillard,GA,Georgia,9600.0,100.0,True,False,http://www.kcbs.us/event/5649/dillard-bluegrass-barbeque-festival-gbc-qualifier
931,2015-07-31,Smokin on Route 66,"Miami, OK",Miami,OK,Oklahoma,5200.0,100.0,True,True,http://www.kcbs.us/event/5876/smokin-on-route-66
932,2015-07-31,Pigs & Pedals,"Asheboro, NC",Asheboro,NC,North Carolina,12000.0,100.0,True,True,http://www.kcbs.us/event/5353/pigs-pedals
933,2015-07-31,Rossville Tall Corn Festival BBQ Contest,"Rossville, KS",Rossville,KS,Kansas,8000.0,100.0,True,False,http://www.kcbs.us/event/5265/rossville-tall-corn-festival-bbq-contest
934,2015-07-31,"SLV Beat the Heat - Barbeque, Brews and Chili","Alamosa, CO",Alamosa,CO,Colorado,10300.0,100.0,True,False,http://www.kcbs.us/event/5536/slv-beat-the-heat---barbeque-brews-and-chili
935,2015-07-31,Oaktown Throwdown,"Oakland, CA",Oakland,CA,California,6850.0,100.0,True,False,http://www.kcbs.us/event/5437/oaktown-throwdown
936,2015-07-31,Great Northern BBQ,"Brainerd, MN",Brainerd,MN,Minnesota,9665.0,100.0,True,True,http://www.kcbs.us/event/5547/great-northern-bbq
937,2015-07-31,Laurie Hillbilly BBQ,"Laurie, MO",Laurie,MO,Missouri,6625.0,96.0,True,False,http://www.kcbs.us/event/5465/laurie-hillbilly-bbq
938,2015-08-01,8th Annual Smokin at the Maples,"Manorville, NY",Manorville,NY,New York,6500.0,91.0,True,True,http://www.kcbs.us/event/5884/8th-annual-smokin-at-the-maples
939,2015-08-07,Sam's Club National BBQ Tour (Regional),"Madison, WI",Madison,WI,Wisconsin,20000.0,100.0,False,False,http://www.kcbs.us/event/5625/sams-club-national-bbq-tour-regional
940,2015-08-07,"CASA's Grab, Root and Growl BBQ","Woodward, OK",Woodward,OK,Oklahoma,12000.0,100.0,True,False,http://www.kcbs.us/event/5486/casas-grab-root-and-growl-bbq
941,2015-08-07,Grills N' Grilles- Nevada County United Way,"Penn Valley, CA",Penn Valley,CA,California,5000.0,94.0,False,True,http://www.kcbs.us/event/5877/grills-n-grilles--nevada-county-united-way
942,2015-08-07,Mountain High BBQ Festival & Car Show,"Franklin, NC",Franklin,NC,North Carolina,10200.0,100.0,True,False,http://www.kcbs.us/event/5472/mountain-high-bbq-festival-car-show
943,2015-08-07,Med City BBQ & Musicfest,"Rochester, MN",Rochester,MN,Minnesota,10000.0,100.0,True,True,http://www.kcbs.us/event/5541/med-city-bbq-musicfest
944,2015-08-07,Smokin' in McMinnville,"McMinnville, TN",McMinnville,TN,Tennessee,11200.0,97.0,True,False,http://www.kcbs.us/event/5468/smokin-in-mcminnville
945,2015-08-07,Black Dog Music and Que Festival,"Floyd, VA",Floyd,VA,Virginia,9600.0,87.0,True,False,http://www.kcbs.us/event/5343/black-dog-music-and-que-festival
946,2015-08-07,Missouri's North Star BBQ Championship,"Kirksville, MO",Kirksville,MO,Missouri,4000.0,100.0,True,True,http://www.kcbs.us/event/5593/missouris-north-star-bbq-championship
947,2015-08-07,Smokin' on the Prairie,"Gillette, WY",Gillette,WY,Wyoming,9500.0,100.0,True,True,http://www.kcbs.us/event/5349/smokin-on-the-prairie
948,2015-08-07,Smokin on the Smoky,"Salina, KS",Salina,KS,Kansas,4560.0,97.0,True,True,http://www.kcbs.us/event/5765/smokin-on-the-smoky
949,2015-08-07,"Ribs, Pigs & Watermelons","Huntington Beach, CA",Huntington Beach,CA,California,10000.0,100.0,True,False,http://www.kcbs.us/event/5373/ribs-pigs-watermelons
950,2015-08-11,Montana State BBQ Championship at Montana Fair,"Billings, MT",Billings,MT,Montana,10000.0,100.0,True,False,http://www.kcbs.us/event/5647/montana-state-bbq-championship-at-montana-fair
951,2015-08-14,Conifer Mountain BBQ Challenge,"Conifer, CO",Conifer,CO,Colorado,10000.0,100.0,True,True,http://www.kcbs.us/event/5510/conifer-mountain-bbq-challenge
952,2015-08-14,BBQ and Fly In on the River,"Excelsior Springs, MO",Excelsior Springs,MO,Missouri,10000.0,97.0,True,False,http://www.kcbs.us/event/5684/bbq-and-fly-in-on-the-river
953,2015-08-14,Hudson Valley Ribfest,"New Paltz, NY",New Paltz,NY,New York,6200.0,100.0,True,False,http://www.kcbs.us/event/5476/hudson-valley-ribfest
954,2015-08-14,Sam's Club National BBQ Tour,"Scarborough, ME",Scarborough,ME,Maine,10000.0,100.0,False,True,http://www.kcbs.us/event/5634/sams-club-national-bbq-tour
955,2015-08-14,Stand By Your Grill,"Fulton, MS",Fulton,MS,Mississippi,10000.0,100.0,True,True,http://www.kcbs.us/event/5490/stand-by-your-grill
956,2015-08-14,14th Annual Maryland State BBQ Bash,"Bel Air, MD",Bel Air,MD,Maryland,12500.0,100.0,True,True,http://www.kcbs.us/event/5757/14th-annual-maryland-state-bbq-bash
957,2015-08-14,Atlanta BarB-Que Festival,"Atlanta, GA",Atlanta,GA,Georgia,11500.0,100.0,True,False,http://www.kcbs.us/event/5440/atlanta-barb-que-festival
958,2015-08-14,Classic City BBQ Fest & Tailgate Show (GBC Qualifier),"Athens, GA",Athens,GA,Georgia,10000.0,100.0,True,False,http://www.kcbs.us/event/5512/classic-city-bbq-fest-tailgate-show-gbc-qualifier
959,2015-08-14,23rd Annual State BBQ Championship of Nebraska,"Omaha, NE",Omaha,NE,Nebraska,11400.0,96.0,True,True,http://www.kcbs.us/event/5751/23rd-annual-state-bbq-championship-of-nebraska
960,2015-08-14,Jimmy's Roadhouse Backyard BBQ Battle,"Newaygo, MI",Newaygo,MI,Michigan,3600.0,100.0,True,True,http://www.kcbs.us/event/5586/jimmys-roadhouse-backyard-bbq-battle
961,2015-08-14,Pepsi WY State Championship BBQ & Bluegrass Festival,"Worland, WY",Worland,WY,Wyoming,10000.0,100.0,True,False,http://www.kcbs.us/event/5545/pepsi-wy-state-championship-bbq-bluegrass-festival
962,2015-08-21,Madison Ribberfest BBQ & Blues Festival,"Madison, IN",Madison,IN,Indiana,10500.0,,True,False,http://www.kcbs.us/event/5591/madison-ribberfest-bbq-blues-festival
963,2015-08-21,VA BBQ Championships,"Hampton, VA",Hampton,VA,Virginia,7500.0,97.0,True,False,http://www.kcbs.us/event/5597/va-bbq-championships
964,2015-08-21,Holy Smoke BBQ Contest,"Liberty, MO",Liberty,MO,Missouri,3200.0,96.0,True,True,http://www.kcbs.us/event/5776/holy-smoke-bbq-contest
965,2015-08-21,Smokefest,"Marshall, MN",Marshall,MN,Minnesota,10050.0,91.0,True,False,http://www.kcbs.us/event/5515/smokefest
966,2015-08-21,"Hill City Wine, Brew & BBQ","Hill City, SD",Hill City,SD,South Dakota,10000.0,91.0,True,True,http://www.kcbs.us/event/5498/hill-city-wine-brew-bbq
967,2015-08-21,Flint Hills Beef Fest BBQ,"Emporia, KS",Emporia,KS,Kansas,5000.0,100.0,True,False,http://www.kcbs.us/event/5581/flint-hills-beef-fest-bbq
968,2015-08-21,Bass & BBQ at the Forrest Wood Cup Day 1,"Hot Springs, AR",Hot Springs,AR,Arkansas,5000.0,100.0,False,True,http://www.kcbs.us/event/5539/bass-bbq-at-the-forrest-wood-cup-day-1
969,2015-08-21,Cape Jaycees BBQ Fest,"Cape Girardeau, MO",Cape Girardeau,MO,Missouri,10000.0,82.0,True,True,http://www.kcbs.us/event/5828/cape-jaycees-bbq-fest
970,2015-08-21,"Blues, Brews & Barbecue","Birch Run, MI",Birch Run,MI,Michigan,10000.0,100.0,True,True,http://www.kcbs.us/event/5677/blues-brews-barbecue
971,2015-08-21,Pigs and Peaches BBQ Festival (GBC Qualifier),"Kennesaw, GA",Kennesaw,GA,Georgia,10000.0,100.0,True,False,http://www.kcbs.us/event/5780/pigs-and-peaches-bbq-festival-gbc-qualifier
972,2015-08-21,Sam's Club National BBQ Tour,"Harrisburg, PA",Harrisburg,PA,Pennsylvania,10000.0,100.0,False,True,http://www.kcbs.us/event/5635/sams-club-national-bbq-tour
973,2015-08-22,Bass & BBQ at the Forrest Wood Cup Day 2,"Hot Springs, AR",Hot Springs,AR,Arkansas,5000.0,100.0,False,True,http://www.kcbs.us/event/5540/bass-bbq-at-the-forrest-wood-cup-day-2
974,2015-08-28,New Holland Summer Fest,"New Holland, PA",New Holland,PA,Pennsylvania,11000.0,100.0,True,False,http://www.kcbs.us/event/5296/new-holland-summer-fest
975,2015-08-28,Grill Games,"Kenosha, WI",Kenosha,WI,Wisconsin,7000.0,100.0,True,False,http://www.kcbs.us/event/5548/grill-games
976,2015-08-28,Wild West BBQ Shoot Out,"Wendover, NV",Wendover,NV,Nevada,28000.0,95.0,True,True,http://www.kcbs.us/event/5811/wild-west-bbq-shoot-out
977,2015-08-28,Raider Red Meats BBQ and Ribeye Championship,"Lubbock, TX",Lubbock,TX,Texas,8600.0,100.0,True,True,http://www.kcbs.us/event/5851/raider-red-meats-bbq-and-ribeye-championship
978,2015-08-28,Smoke in the Valley,"Pikeville, TN",Pikeville,TN,Tennessee,6000.0,100.0,True,False,http://www.kcbs.us/event/5787/smoke-in-the-valley
979,2015-08-28,Back to Back to the Park BBQ,"Marshalltown, IA",Marshalltown,IA,Iowa,6395.0,100.0,True,True,http://www.kcbs.us/event/5792/back-to-back-to-the-park-bbq
980,2015-08-28,East Central State BBQ Cook Off Paola Roots Festival,"Paola, KS",Paola,KS,Kansas,4300.0,66.0,True,False,http://www.kcbs.us/event/5592/east-central-state-bbq-cook-off-paola-roots-festival
981,2015-08-28,8th Annual Big Island BBQ,"Albert Lea, MN",Albert Lea,MN,Minnesota,10000.0,100.0,True,False,http://www.kcbs.us/event/5329/8th-annual-big-island-bbq
982,2015-08-28,Ribstock II: Ribs & Racing,"Marne, MI",Marne,MI,Michigan,10000.0,78.0,False,True,http://www.kcbs.us/event/5718/ribstock-ii-ribs-racing
983,2015-08-28,4th Annual Deaths Door Barbecue,"Washington Island, WI",Washington Island,WI,Wisconsin,7500.0,100.0,True,False,http://www.kcbs.us/event/5293/4th-annual-deaths-door-barbecue
984,2015-08-28,Best of the West BBQ Fest,"Sheridan, WY",Sheridan,WY,Wyoming,7000.0,100.0,True,True,http://www.kcbs.us/event/5347/best-of-the-west-bbq-fest
985,2015-08-28,Hawgin on Lanier (GBC Qualifier),"Gainesville, GA",Gainesville,GA,Georgia,10000.0,100.0,True,False,http://www.kcbs.us/event/5722/hawgin-on-lanier-gbc-qualifier
986,2015-08-28,Smokin' on Oak,"Bonner Springs, KS",Bonner Springs,KS,Kansas,3500.0,100.0,True,True,http://www.kcbs.us/event/5194/smokin-on-oak
987,2015-08-28,Sam's Club National BBQ Tour,"Laurel, MD",Laurel,MD,Maryland,10000.0,100.0,False,True,http://www.kcbs.us/event/5636/sams-club-national-bbq-tour
