contest_key,date,title,location_str,city,state,state_full,prize,cbj_percentage,is_championship,is_standard,url
343,2014-05-30,Royal Gorge Holy Smoke BBQ Showdown,"Canon City, CO",Canon City,CO,Colorado,10000.0,100.0,True,False,http://www.kcbs.us/event/5030/royal-gorge-holy-smoke-bbq-showdown
344,2014-05-31,"Monadnock Up in Smoke BBQ, Beer Fest","Swanzey, NH",Swanzey,NH,New Hampshire,3550.0,100.0,True,False,http://www.kcbs.us/event/4613/monadnock-up-in-smoke-bbq-beer-fest
345,2014-06-06,Keepers of the Fire BBQ Contest,"Mayetta, KS",Mayetta,KS,Kansas,0.0,,True,False,http://www.kcbs.us/event/4983/keepers-of-the-fire-bbq-contest
346,2014-06-06,Okfuskee Firefighters Wildfire Cookoff,"Okemah, OK",Okemah,OK,Oklahoma,5500.0,,True,True,http://www.kcbs.us/event/4958/okfuskee-firefighters-wildfire-cookoff
347,2014-06-06,Sam's Club National BBQ Tour,"N. Charleston, SC",N. Charleston,SC,South Carolina,10000.0,100.0,False,True,http://www.kcbs.us/event/4950/sams-club-national-bbq-tour
348,2014-06-06,Big Blue BBQ Championship,"Marysville, KS",Marysville,KS,Kansas,7900.0,,True,True,http://www.kcbs.us/event/4956/big-blue-bbq-championship
349,2014-06-06,Poor Que,"Montello, WI",Montello,WI,Wisconsin,75.0,100.0,True,True,http://www.kcbs.us/event/4698/poor-que
350,2014-06-06,Smokin on the Summit,"Lee's Summit, MO",Lee's Summit,MO,Missouri,10000.0,94.0,True,False,http://www.kcbs.us/event/4804/smokin-on-the-summit
351,2014-06-06,Smokin n a Rollin,"St. Joseph, MO",St. Joseph,MO,Missouri,0.0,65.0,False,True,http://www.kcbs.us/event/5058/smokin-n-a-rollin
352,2014-06-06,Bourbon City BBQ Festival Cookoff,"Bardstown, KY",Bardstown,KY,Kentucky,6000.0,100.0,True,False,http://www.kcbs.us/event/4871/bourbon-city-bbq-festival-cookoff
353,2014-06-06,Beltway BBQ Showdown,"Ft. Washington, MD",Ft. Washington,MD,Maryland,10000.0,100.0,True,True,http://www.kcbs.us/event/4833/beltway-bbq-showdown
354,2014-06-06,McLouth BBQ Blowout 23rd Annual,"McLouth, KS",McLouth,KS,Kansas,6075.0,100.0,True,False,http://www.kcbs.us/event/4537/mclouth-bbq-blowout-23rd-annual
355,2014-06-06,3rd Annual VC Music Fest & BBQ,"Valley Center, CA",Valley Center,CA,California,7500.0,100.0,True,True,http://www.kcbs.us/event/4711/3rd-annual-vc-music-fest-bbq
356,2014-06-06,SD BBQ Championships,"Huron, SD",Huron,SD,South Dakota,14525.0,,True,True,http://www.kcbs.us/event/4713/sd-bbq-championships
357,2014-06-06,Lincolnton Hog Happenin',"Lincolnton, NC",Lincolnton,NC,North Carolina,8350.0,100.0,True,False,http://www.kcbs.us/event/4720/lincolnton-hog-happenin
358,2014-06-06,Que for the Troops,"Levittown, PA",Levittown,PA,Pennsylvania,5650.0,100.0,True,False,http://www.kcbs.us/event/4909/que-for-the-troops
359,2014-06-06,"Boats, Bands & BBQ","Pueblo, CO",Pueblo,CO,Colorado,11000.0,100.0,True,False,http://www.kcbs.us/event/4854/boats-bands-bbq
360,2014-06-06,Euharlee Covered Bridge 'Que (GBC Qualifier),"Eurharlee, GA",Eurharlee,GA,Georgia,7500.0,100.0,True,False,http://www.kcbs.us/event/4975/euharlee-covered-bridge-que-gbc-qualifier
361,2014-06-07,Tony Stone Low & Slow BBQ Competition,"Hoofddorp, Ne",Hoofddorp,NE,Nebraska,0.0,,False,False,http://www.kcbs.us/event/4631/tony-stone-low-slow-bbq-competition
362,2014-06-13,Rock'n Ribfest NH State BBQ Championship,"Merrimack, NH",Merrimack,NH,New Hampshire,2950.0,100.0,True,False,http://www.kcbs.us/event/4820/rockn-ribfest-nh-state-bbq-championship
363,2014-06-13,Smokin' On The River,"Jeffersonville, IN",Jeffersonville,IN,Indiana,6525.0,100.0,True,False,http://www.kcbs.us/event/4797/smokin-on-the-river
364,2014-06-13,Delta Smoke BBQ Contest,"Wynne, AR",Wynne,AR,Arkansas,10000.0,100.0,True,True,http://www.kcbs.us/event/4598/delta-smoke-bbq-contest
365,2014-06-13,"Crossborder Blues, Brews & Que","Wilson, NY",Wilson,NY,New York,3500.0,100.0,True,False,http://www.kcbs.us/event/4766/crossborder-blues-brews-que
366,2014-06-13,21st Colorado BBQ Challenge,"Frisco, CO",Frisco,CO,Colorado,15125.0,100.0,True,False,http://www.kcbs.us/event/4860/21st-colorado-bbq-challenge
367,2014-06-13,Blue Ridge BBQ & Music Festival,"Tryon, NC",Tryon,NC,North Carolina,21000.0,100.0,True,False,http://www.kcbs.us/event/4760/blue-ridge-bbq-music-festival
368,2014-06-13,Sam's Club National BBQ Tour,"Asheville, NC",Asheville,NC,North Carolina,10000.0,100.0,False,True,http://www.kcbs.us/event/4949/sams-club-national-bbq-tour
369,2014-06-13,California Honey Harvest Festival & BBQ Championship,"Fillmore, CA",Fillmore,CA,California,8000.0,100.0,True,True,http://www.kcbs.us/event/4758/california-honey-harvest-festival-bbq-championship
370,2014-06-13,Tonganoxie Days BBQ Blowout,"Tonganoxie, KS",Tonganoxie,KS,Kansas,2540.0,91.0,True,True,http://www.kcbs.us/event/4812/tonganoxie-days-bbq-blowout
371,2014-06-13,Northern Arizona BBQ Festival,"Williams, AZ",Williams,AZ,Arizona,10000.0,100.0,True,False,http://www.kcbs.us/event/4750/northern-arizona-bbq-festival
372,2014-06-13,Smoke on the Prairie,"Brimfield, IL",Brimfield,IL,Illinois,5000.0,,True,True,http://www.kcbs.us/event/4548/smoke-on-the-prairie
373,2014-06-13,Cowtown Cook-off,"Miles City, MT",Miles City,MT,Montana,6000.0,100.0,True,True,http://www.kcbs.us/event/4629/cowtown-cook-off
374,2014-06-13,Hog and Steer Barbecue Competition & Festival,"Oconomowoc, WI",Oconomowoc,WI,Wisconsin,5000.0,100.0,True,True,http://www.kcbs.us/event/4788/hog-and-steer-barbecue-competition-festival
375,2014-06-20,2nd Annual South Park Kick Ass BBQ Competition,"Fairplay, CO",Fairplay,CO,Colorado,10000.0,,True,True,http://www.kcbs.us/event/4489/2nd-annual-south-park-kick-ass-bbq-competition
376,2014-06-20,State Center Rose Festival BBQ Championship,"State Center, IA",State Center,IA,Iowa,7500.0,100.0,True,False,http://www.kcbs.us/event/4886/state-center-rose-festival-bbq-championship
377,2014-06-20,6th Annual Auburn Hills Barbecue Cook-Off,"Auburn Hills, MI",Auburn Hills,MI,Michigan,8000.0,100.0,True,True,http://www.kcbs.us/event/4510/6th-annual-auburn-hills-barbecue-cook-off
378,2014-06-20,Knights of Columbus,"Quincy, IL",Quincy,IL,Illinois,6000.0,100.0,True,True,http://www.kcbs.us/event/4618/knights-of-columbus
379,2014-06-20,Sam's Club National BBQ Tour,"Lexington, KY",Lexington,KY,Kentucky,10000.0,100.0,False,True,http://www.kcbs.us/event/4929/sams-club-national-bbq-tour
380,2014-06-20,Sun BBQ Fest,"Uncasville, CT",Uncasville,CT,Connecticut,0.0,100.0,False,False,http://www.kcbs.us/event/5055/sun-bbq-fest
381,2014-06-20,The Desoto Shrine Club 6th Annual 2014 BBQ Cook Off,"Hernando, MS",Hernando,MS,Mississippi,7500.0,100.0,True,True,http://www.kcbs.us/event/4775/the-desoto-shrine-club-6th-annual-2014-bbq-cook-off
382,2014-06-20,Rock'n Freedom,"Seymour, MO",Seymour,MO,Missouri,6000.0,,True,False,http://www.kcbs.us/event/4603/rockn-freedom
383,2014-06-20,Barbourville BBQ Festival,"Barbourville, KY",Barbourville,KY,Kentucky,8000.0,93.0,True,True,http://www.kcbs.us/event/4755/barbourville-bbq-festival
384,2014-06-20,Peak City Pig Fest,"Apex, NC",Apex,NC,North Carolina,10850.0,100.0,True,False,http://www.kcbs.us/event/4688/peak-city-pig-fest
385,2014-06-20,Battle of the Bones,"Central Point, OR",Central Point,OR,Oregon,10050.0,100.0,True,True,http://www.kcbs.us/event/4687/battle-of-the-bones
386,2014-06-20,Pig in the Park,"Whitewater, WI",Whitewater,WI,Wisconsin,4600.0,100.0,True,False,http://www.kcbs.us/event/4652/pig-in-the-park
387,2014-06-20,Ol' Glory BBQ Bash,"Fredonia, KS",Fredonia,KS,Kansas,5000.0,100.0,True,True,http://www.kcbs.us/event/4703/ol-glory-bbq-bash
388,2014-06-20,3rd Annual Pechanga BBQ Championship,"Temecula, CA",Temecula,CA,California,17500.0,100.0,True,False,http://www.kcbs.us/event/4970/3rd-annual-pechanga-bbq-championship
389,2014-06-21,Safeway National Capital Barbecue Battle,"Washington, DC",Washington,MD,Maryland,16400.0,90.0,True,False,http://www.kcbs.us/event/4693/safeway-national-capital-barbecue-battle
390,2014-06-21,Smokin' @ the Ball Park BBQ Festival,"Old Orchard Beach, ME",Old Orchard Beach,ME,Maine,0.0,100.0,True,True,http://www.kcbs.us/event/5004/smokin-the-ball-park-bbq-festival
391,2014-06-21,Buckner Smoke Out in the Valley,"Buckner, MO",Buckner,MO,Missouri,2675.0,100.0,True,False,http://www.kcbs.us/event/4530/buckner-smoke-out-in-the-valley
392,2014-06-21,Mr. BBQ Barbeque Challenge,"Davenport, IA",Davenport,IA,Iowa,10000.0,100.0,True,True,http://www.kcbs.us/event/4616/mr-bbq-barbeque-challenge
393,2014-06-26,2nd Annual Freedom Feast BBQ Cook-Off,"Willard, MO",Willard,MO,Missouri,0.0,94.0,False,True,http://www.kcbs.us/event/4477/2nd-annual-freedom-feast-bbq-cook-off
394,2014-06-26,High Desert Music Festival and BBQ Showdown,"Victorville, CA",Victorville,CA,California,7000.0,100.0,True,True,http://www.kcbs.us/event/4715/high-desert-music-festival-and-bbq-showdown
395,2014-06-26,Legacy State BBQ Championship Cook-Off,"Effingham, IL",Effingham,IL,Illinois,5000.0,100.0,True,True,http://www.kcbs.us/event/4821/legacy-state-bbq-championship-cook-off
396,2014-06-27,Covington Cork & Pork Festival,"Covington, VA",Covington,VA,Virginia,10000.0,100.0,True,False,http://www.kcbs.us/event/5036/covington-cork-pork-festival
397,2014-06-27,Smokin' On The Pecos,"Artesia, NM",Artesia,NM,New Mexico,15000.0,100.0,True,False,http://www.kcbs.us/event/4547/smokin-on-the-pecos
398,2014-06-27,2nd Annual Ribstock MBA BBQ Festival,"Omaha, NE",Omaha,NE,Nebraska,10000.0,,False,True,http://www.kcbs.us/event/4627/2nd-annual-ribstock-mba-bbq-festival
399,2014-06-27,Bend of the River CookOut,"Mankato, MN",Mankato,MN,Minnesota,11250.0,100.0,True,True,http://www.kcbs.us/event/4499/bend-of-the-river-cookout
400,2014-06-27,Rockin' Country BBQ Fest,"Nevada, IA",Nevada,IA,Iowa,9025.0,100.0,True,False,http://www.kcbs.us/event/4567/rockin-country-bbq-fest
401,2014-06-27,Blount County BBQ Bash,"Maryville, TN",Maryville,TN,Tennessee,7000.0,100.0,True,False,http://www.kcbs.us/event/4589/blount-county-bbq-bash
402,2014-06-27,Super City Blues & Ques,"Metropolis, IL",Metropolis,IL,Illinois,7000.0,91.0,True,True,http://www.kcbs.us/event/4721/super-city-blues-ques
403,2014-06-27,Hogging Up BBQ Festival,"Winchester, VA",Winchester,VA,Virginia,6500.0,100.0,True,False,http://www.kcbs.us/event/4578/hogging-up-bbq-festival
404,2014-06-27,Hog Wild BBQ & Chrome Fest,"Chandler, OK",Chandler,OK,Oklahoma,7800.0,100.0,True,False,http://www.kcbs.us/event/4597/hog-wild-bbq-chrome-fest
405,2014-06-27,Grillin' in Grafton,"Grafton, WI",Grafton,WI,Wisconsin,5000.0,100.0,True,True,http://www.kcbs.us/event/4482/grillin-in-grafton
406,2014-06-27,Sam's Club National BBQ Tour,"Indianapolis, IN",Indianapolis,IN,Indiana,10000.0,,False,True,http://www.kcbs.us/event/4937/sams-club-national-bbq-tour
407,2014-06-27,Smoke on the Square: In Memory of David Harness,"Franklin, IN",Franklin,IN,Indiana,6000.0,94.0,True,True,http://www.kcbs.us/event/4708/smoke-on-the-square-in-memory-of-david-harness
408,2014-06-27,Silicon Valley BBQ Championships,"Santa Clara, CA",Santa Clara,CA,California,15000.0,100.0,True,False,http://www.kcbs.us/event/4725/silicon-valley-bbq-championships
409,2014-06-27,Great Lenexa BBQ Battle - Kansas State Championship,"Lenexa, KS",Lenexa,KS,Kansas,12900.0,,True,False,http://www.kcbs.us/event/4818/great-lenexa-bbq-battle---kansas-state-championship
410,2014-07-03,Whiting BBQ Cookoff,"Whiting, IA",Whiting,IA,Iowa,10000.0,100.0,True,True,http://www.kcbs.us/event/4491/whiting-bbq-cookoff
411,2014-07-03,Liberty 4th Fest BBQ Contest,"Liberty, MO",Liberty,MO,Missouri,2500.0,100.0,True,True,http://www.kcbs.us/event/4532/liberty-4th-fest-bbq-contest
412,2014-07-04,Sauce and Cycles,"Falls City, NE",Falls City,NE,Nebraska,6850.0,100.0,False,False,http://www.kcbs.us/event/5060/sauce-and-cycles
413,2014-07-04,Sam's Club National BBQ Tour,"Traverse City, MI",Traverse City,MI,Michigan,10000.0,100.0,False,True,http://www.kcbs.us/event/4938/sams-club-national-bbq-tour
414,2014-07-04,Fin to Fur Red White and Blue BBQ Blowout,"Thayer, MO",Thayer,MO,Missouri,6200.0,100.0,True,True,http://www.kcbs.us/event/5086/fin-to-fur-red-white-and-blue-bbq-blowout
415,2014-07-04,I Love Barbecue & Music Festival,"Lake Placid, NY",Lake Placid,NY,New York,4000.0,100.0,True,False,http://www.kcbs.us/event/4531/i-love-barbecue-music-festival
416,2014-07-04,Que'n In The Park,"Bryant, AR",Bryant,AR,Arkansas,6200.0,94.0,True,True,http://www.kcbs.us/event/4671/quen-in-the-park
417,2014-07-04,Pork & Brew BBQ State Championship,"Rio Rancho, NM",Rio Rancho,NM,New Mexico,10000.0,100.0,True,False,http://www.kcbs.us/event/4727/pork-brew-bbq-state-championship
418,2014-07-05,Montana BBQ Cook-Off,"Absarokee, MT",Absarokee,MT,Montana,7875.0,100.0,True,False,http://www.kcbs.us/event/4511/montana-bbq-cook-off
419,2014-07-10,SC Festival of Discovery,"Greenwood, SC",Greenwood,SC,South Carolina,17630.0,100.0,True,False,http://www.kcbs.us/event/4811/sc-festival-of-discovery
420,2014-07-11,Sam's Club National BBQ Tour,"Madison, WI",Madison,WI,Wisconsin,10000.0,,False,True,http://www.kcbs.us/event/4939/sams-club-national-bbq-tour
421,2014-07-11,Cowley County BBQ Contest,"Winfield, KS",Winfield,KS,Kansas,4000.0,100.0,True,True,http://www.kcbs.us/event/5039/cowley-county-bbq-contest
422,2014-07-11,Johnson County Fair BBQ,"Warrensburg, MO",Warrensburg,MO,Missouri,3000.0,92.0,True,True,http://www.kcbs.us/event/5097/johnson-county-fair-bbq
423,2014-07-11,Firin' Up the Fox BBQ Contest,"St. Charles, IL",St. Charles,IL,Illinois,9200.0,100.0,True,False,http://www.kcbs.us/event/4430/firin-up-the-fox-bbq-contest
424,2014-07-11,The Madelia Blazin' Barbeque Blast,"Madelia, MN",Madelia,MN,Minnesota,7500.0,100.0,True,True,http://www.kcbs.us/event/4653/the-madelia-blazin-barbeque-blast
425,2014-07-11,8th Annual Ohio Veterans BBQ Cookoff,"Kettering, OH",Kettering,OH,Ohio,6000.0,100.0,True,True,http://www.kcbs.us/event/4864/8th-annual-ohio-veterans-bbq-cookoff
426,2014-07-11,Holbrook,"Holbrook, AZ",Holbrook,AZ,Arizona,5000.0,100.0,True,True,http://www.kcbs.us/event/5120/holbrook
427,2014-07-11,7th Annual Wellsville BBQ Cookoff,"Wellsville, MO",Wellsville,MO,Missouri,5475.0,,True,True,http://www.kcbs.us/event/4729/7th-annual-wellsville-bbq-cookoff
428,2014-07-11,Gold Ribbin' BBQ Fest of Greater Green Bay,"Green Bay, WI",Green Bay,WI,Wisconsin,5000.0,100.0,True,False,http://www.kcbs.us/event/4842/gold-ribbin-bbq-fest-of-greater-green-bay
429,2014-07-11,Wine Country Big Q,"Rohnert Park, CA",Rohnert Park,CA,California,7500.0,100.0,True,False,http://www.kcbs.us/event/4737/wine-country-big-q
430,2014-07-11,New Jersey State Barbecue Championship,"North Wildwood, NJ",North Wildwood,NJ,New Jersey,10000.0,100.0,True,False,http://www.kcbs.us/event/5018/new-jersey-state-barbecue-championship
431,2014-07-11,13th Annual Bordertown Bash,"Fort Smith, AR",Fort Smith,AR,Arkansas,7500.0,100.0,True,True,http://www.kcbs.us/event/4717/13th-annual-bordertown-bash
432,2014-07-12,Pork in the Park,"Stamford, CT",Stamford,CT,Connecticut,8000.0,100.0,True,True,http://www.kcbs.us/event/5048/pork-in-the-park
433,2014-07-16,Griller's Cup,"Laramie, WY",Laramie,WY,Wyoming,7000.0,100.0,True,False,http://www.kcbs.us/event/4570/grillers-cup
434,2014-07-18,Cookin' on Kampeska,"Watertown, SD",Watertown,SD,South Dakota,0.0,90.0,True,True,http://www.kcbs.us/event/4605/cookin-on-kampeska
435,2014-07-18,"Wine, Brew & Bar-B-Que Too!","New Palestine, IN",New Palestine,IN,Indiana,10000.0,,True,False,http://www.kcbs.us/event/4863/wine-brew-bar-b-que-too
436,2014-07-18,Wakefield Rotary Campus Cook Off & State BBQ Championships,"Kingston, RI",Kingston,RI,Rhode Island,4400.0,100.0,True,True,http://www.kcbs.us/event/4826/wakefield-rotary-campus-cook-off-state-bbq-championships
437,2014-07-18,Smoke on the Mountain - VA State BBQ Championship,"Galax, VA",Galax,VA,Virginia,4100.0,100.0,True,True,http://www.kcbs.us/event/4994/smoke-on-the-mountain---va-state-bbq-championship
438,2014-07-18,"Blues, BBQ & Bargains","Hays, KS",Hays,KS,Kansas,8300.0,90.0,True,False,http://www.kcbs.us/event/4829/blues-bbq-bargains
439,2014-07-18,Warren County All American BBQ Festival,"Pittsfield, PA",Pittsfield,PA,Pennsylvania,3000.0,100.0,True,False,http://www.kcbs.us/event/4551/warren-county-all-american-bbq-festival
440,2014-07-18,RiverFest Red White and Que,"Bellevue, NE",Bellevue,NE,Nebraska,7000.0,,True,True,http://www.kcbs.us/event/4492/riverfest-red-white-and-que
441,2014-07-18,10th Annual WildBlue BBQ,"Burlington, KS",Burlington,KS,Kansas,10130.0,100.0,True,False,http://www.kcbs.us/event/5070/10th-annual-wildblue-bbq
442,2014-07-18,BBQ'Loo & Blues Too!,"Waterloo, IA",Waterloo,IA,Iowa,10000.0,,True,True,http://www.kcbs.us/event/4642/bbqloo-blues-too
443,2014-07-18,"Bucks, Ducks & BBQ","Conway, AR",Conway,AR,Arkansas,5100.0,100.0,True,True,http://www.kcbs.us/event/5087/bucks-ducks-bbq
444,2014-07-18,Sam's Club National BBQ Tour,"Woodbury, MN",Woodbury,MN,Minnesota,10000.0,,False,True,http://www.kcbs.us/event/4940/sams-club-national-bbq-tour
445,2014-07-19,Troy Pig Out,"Troy, NY",Troy,NY,New York,8500.0,100.0,True,True,http://www.kcbs.us/event/4872/troy-pig-out
446,2014-07-24,Days of 47 BBQ Showdown,"Holladay, UT",Holladay,UT,Utah,10000.0,77.0,True,False,http://www.kcbs.us/event/4518/days-of-47-bbq-showdown
447,2014-07-24,ACF - GKCCA BBQ Competition,"Kansas City, MO",Kansas City,MO,Missouri,5150.0,100.0,True,False,http://www.kcbs.us/event/5100/acf---gkcca-bbq-competition
448,2014-07-25,Foothills Country Fair BBQ Bash,"Cleveland, TN",Cleveland,TN,Tennessee,15000.0,100.0,True,False,http://www.kcbs.us/event/4862/foothills-country-fair-bbq-bash
449,2014-07-25,Sam's Club National BBQ Tour,"Des Moines, IA",Des Moines,IA,Iowa,10000.0,90.0,True,True,http://www.kcbs.us/event/4941/sams-club-national-bbq-tour
450,2014-07-25,WNC BBQ Festival,"Maggie Valley, NC",Maggie Valley,NC,North Carolina,10200.0,100.0,True,False,http://www.kcbs.us/event/4660/wnc-bbq-festival
451,2014-07-25,BBQ Fest Cooking Contest,"Dyersburg, TN",Dyersburg,TN,Tennessee,10700.0,100.0,True,False,http://www.kcbs.us/event/4684/bbq-fest-cooking-contest
452,2014-07-25,Morton BBQ Throwdown,"Morton, IL",Morton,IL,Illinois,9000.0,100.0,True,False,http://www.kcbs.us/event/4599/morton-bbq-throwdown
453,2014-07-25,Smokin' Hot Cars & BBQ at the Allen County Fair,"Iola, KS",Iola,KS,Kansas,5000.0,100.0,True,False,http://www.kcbs.us/event/4815/smokin-hot-cars-bbq-at-the-allen-county-fair
454,2014-07-25,Racing for the BBQ,"Lee's Summit, MO",Lee's Summit,MO,Missouri,0.0,100.0,True,True,http://www.kcbs.us/event/4971/racing-for-the-bbq
455,2014-07-25,Dodge City Days Barbeque Cook-Off,"Dodge City, KS",Dodge City,KS,Kansas,7750.0,100.0,True,False,http://www.kcbs.us/event/4894/dodge-city-days-barbeque-cook-off
456,2014-07-25,6th Annual Vista Q Classic,"Vista, CA",Vista,CA,California,10000.0,100.0,True,False,http://www.kcbs.us/event/4781/6th-annual-vista-q-classic
457,2014-07-25,Colorado Rockies Invitational BBQ Championship (Competitor's Series),"Denver, CO",Denver,CO,Colorado,39900.0,100.0,False,True,http://www.kcbs.us/event/5032/colorado-rockies-invitational-bbq-championship-competitors-series
458,2014-07-25,Harpoon Championships of New England BBQ,"Windsor, VT",Windsor,VT,Vermont,6000.0,100.0,True,False,http://www.kcbs.us/event/4911/harpoon-championships-of-new-england-bbq
459,2014-07-25,Taste of Grand Rapids 2014,"Grand Rapids, MI",Grand Rapids,MI,Michigan,6350.0,98.0,True,False,http://www.kcbs.us/event/5028/taste-of-grand-rapids-2014
460,2014-07-25,Up in Smoke BBQ Bash,"Mason City, IA",Mason City,IA,Iowa,12225.0,100.0,True,False,http://www.kcbs.us/event/4769/up-in-smoke-bbq-bash
461,2014-07-25,Siskiyou Beef Country Cook-Off,"Montague, CA",Montague,CA,California,8000.0,100.0,True,True,http://www.kcbs.us/event/4757/siskiyou-beef-country-cook-off
462,2014-08-01,Laurie Hillbilly BBQ,"Laurie, MO",Laurie,MO,Missouri,7275.0,,True,False,http://www.kcbs.us/event/4494/laurie-hillbilly-bbq
463,2014-08-01,Oaktown Throwdown,"Oakland, CA",Oakland,CA,California,10000.0,100.0,True,False,http://www.kcbs.us/event/4865/oaktown-throwdown
464,2014-08-01,Lynch Livestock Pig Stampede,"Waucoma, IA",Waucoma,IA,Iowa,8180.0,95.0,True,False,http://www.kcbs.us/event/4683/lynch-livestock-pig-stampede
465,2014-08-01,Rossville Tall Corn BBQ Contest,"Rossville, KS",Rossville,KS,Kansas,3000.0,100.0,True,True,http://www.kcbs.us/event/5023/rossville-tall-corn-bbq-contest
466,2014-08-01,Wheels 'N' Squeels BBQ Challenge,"Olathe, KS",Olathe,KS,Kansas,9450.0,100.0,True,False,http://www.kcbs.us/event/4807/wheels-n-squeels-bbq-challenge
467,2014-08-01,Southern Maryland Brew & BBQ,"Leonardtown, MD",Leonardtown,MD,Maryland,16500.0,100.0,True,False,http://www.kcbs.us/event/4967/southern-maryland-brew-bbq
468,2014-08-01,Pigs & Pedals,"Asheboro, NC",Asheboro,NC,North Carolina,12000.0,100.0,True,True,http://www.kcbs.us/event/4912/pigs-pedals
469,2014-08-01,United Wireless Five State Fair BBQ,"Liberal, KS",Liberal,KS,Kansas,8000.0,96.0,True,False,http://www.kcbs.us/event/4565/united-wireless-five-state-fair-bbq
470,2014-08-01,Dillard Bluegrass & Barbeque Festival (GBC Qualifier),"Dillard, GA",Dillard,GA,Georgia,9600.0,100.0,True,False,http://www.kcbs.us/event/4887/dillard-bluegrass-barbeque-festival-gbc-qualifier
471,2014-08-01,"The SLV Beat the Heat BBQ, Brews and Chili Competition","Alamosa, CO",Alamosa,CO,Colorado,0.0,97.0,True,False,http://www.kcbs.us/event/4695/the-slv-beat-the-heat-bbq-brews-and-chili-competition
472,2014-08-01,Sam's Club National BBQ Tour (Regional),"Madison, WI",Madison,WI,Wisconsin,20000.0,100.0,False,True,http://www.kcbs.us/event/4942/sams-club-national-bbq-tour-regional
473,2014-08-08,Smokin' on the Prairie,"Gillette, WY",Gillette,WY,Wyoming,9900.0,96.0,True,True,http://www.kcbs.us/event/4594/smokin-on-the-prairie
474,2014-08-08,Sam's Club National BBQ Tour,"Scarborough, ME",Scarborough,ME,Maine,10000.0,100.0,False,True,http://www.kcbs.us/event/4951/sams-club-national-bbq-tour
475,2014-08-08,Smokin' in McMinnville,"McMinnville, TN",McMinnville,TN,Tennessee,11000.0,100.0,True,False,http://www.kcbs.us/event/4848/smokin-in-mcminnville
476,2014-08-08,Mountain High BBQ Festival & Car Show,"Frankllin, NC",Frankllin,NC,North Carolina,11250.0,100.0,True,False,http://www.kcbs.us/event/4827/mountain-high-bbq-festival-car-show
477,2014-08-08,Smokin' Eagles International BBQ Festival,"N. Tonawanda, NY",N. Tonawanda,NY,New York,4000.0,,True,False,http://www.kcbs.us/event/4822/smokin-eagles-international-bbq-festival
478,2014-08-08,Med City BBQ & Musicfest,"Rochester, MN",Rochester,MN,Minnesota,10000.0,100.0,True,True,http://www.kcbs.us/event/4980/med-city-bbq-musicfest
479,2014-08-08,Smokin' with Woods,"Odessa, MO",Odessa,MO,Missouri,3500.0,100.0,True,True,http://www.kcbs.us/event/5013/smokin-with-woods
480,2014-08-08,"Ribs, Pigs & Watermelons Day 1","Huntington Beach, CA",Huntington Beach,CA,California,10000.0,100.0,True,False,http://www.kcbs.us/event/4600/ribs-pigs-watermelons-day-1
481,2014-08-08,Cass County,"Weeping Water, NE",Weeping Water,NE,Nebraska,10700.0,100.0,True,False,http://www.kcbs.us/event/4686/cass-county
482,2014-08-08,CASA's Grab Root and Growl BBQ Competition,"Woodward, OK",Woodward,OK,Oklahoma,12000.0,100.0,True,False,http://www.kcbs.us/event/4544/casas-grab-root-and-growl-bbq-competition
483,2014-08-08,Great Northern BBQ,"Brainerd, MN",Brainerd,MN,Minnesota,9664.0,67.0,True,True,http://www.kcbs.us/event/5002/great-northern-bbq
484,2014-08-08,"MD State BBQ Bash, Presented by Mars Super Markets","Bel Air, MD",Bel Air,MD,Maryland,12500.0,100.0,True,False,http://www.kcbs.us/event/4849/md-state-bbq-bash-presented-by-mars-super-markets
485,2014-08-08,Brentwood Cook Off & Car Show,"Brentwood, CA",Brentwood,CA,California,6500.0,100.0,True,False,http://www.kcbs.us/event/4996/brentwood-cook-off-car-show
486,2014-08-08,Jimmy's Roadhouse BBQ Championship,"Newaygo, MI",Newaygo,MI,Michigan,7500.0,,True,True,http://www.kcbs.us/event/4808/jimmys-roadhouse-bbq-championship
487,2014-08-08,Balloons & BBQ Festival at Kansas Speedway,"Kansas City, KS",Kansas City,KS,Kansas,10000.0,100.0,True,False,http://www.kcbs.us/event/4877/balloons-bbq-festival-at-kansas-speedway
488,2014-08-09,"Ribs, Pigs & Watermelons Day 2","Huntington Beach, CA",Huntington Beach,CA,California,10000.0,100.0,True,False,http://www.kcbs.us/event/4795/ribs-pigs-watermelons-day-2
489,2014-08-12,Montana State BBQ Championship at Montana Fair,"Billings, MT",Billings,MT,Montana,10000.0,96.0,True,False,http://www.kcbs.us/event/4964/montana-state-bbq-championship-at-montana-fair
490,2014-08-14,Classic City BBQ Fest & Tailgate Show (GBC Qualifier),"Athens, GA",Athens,GA,Georgia,10000.0,100.0,True,False,http://www.kcbs.us/event/4719/classic-city-bbq-fest-tailgate-show-gbc-qualifier
491,2014-08-15,Stand By Your Grill,"Fulton, MS",Fulton,MS,Mississippi,10000.0,100.0,True,False,http://www.kcbs.us/event/4907/stand-by-your-grill
492,2014-08-15,Sam's Club National BBQ Tour,"Harrisburg, PA",Harrisburg,PA,Pennsylvania,10000.0,100.0,False,True,http://www.kcbs.us/event/4952/sams-club-national-bbq-tour
